Model,MSO54
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,1.600000e-07
Record Length,81250
Zero Index,5745.281986
Vertical Units,A

TIME,CH3
5.230675e-03,-2.101562e+00
5.230835e-03,-3.617188e+00
5.230995e-03,-3.703125e+00
5.231155e-03,-3.609375e+00
5.231315e-03,-3.046875e+00
5.231475e-03,-2.945312e+00
5.231635e-03,-3.929688e+00
5.231795e-03,-1.039062e+00
5.231955e-03,-1.953125e+00
5.232115e-03,-2.492188e+00
5.232275e-03,-3.078125e+00
5.232435e-03,-2.554688e+00
5.232595e-03,-3.015625e+00
5.232755e-03,-1.507812e+00
5.232915e-03,-4.460938e+00
5.233075e-03,-3.210938e+00
5.233235e-03,-1.976562e+00
5.233395e-03,-4.203125e+00
5.233555e-03,-3.875000e+00
5.233715e-03,-3.632812e+00
5.233875e-03,-3.164062e+00
5.234035e-03,-2.523438e+00
5.234195e-03,-3.023438e+00
5.234355e-03,-3.179688e+00
5.234515e-03,-2.226562e+00
5.234675e-03,-6.875000e-01
5.234835e-03,-1.796875e+00
5.234995e-03,-5.898438e+00
5.235155e-03,-2.703125e+00
5.235315e-03,-3.453125e+00
5.235475e-03,-2.937500e+00
5.235635e-03,-2.945312e+00
5.235795e-03,-3.140625e+00
5.235955e-03,-4.054688e+00
5.236115e-03,-3.070312e+00
5.236275e-03,-1.429688e+00
5.236435e-03,-3.023438e+00
5.236595e-03,-1.585938e+00
5.236755e-03,-3.265625e+00
5.236915e-03,-3.273438e+00
5.237075e-03,-5.593750e+00
5.237235e-03,-4.039062e+00
5.237395e-03,-3.820312e+00
5.237555e-03,-4.125000e+00
5.237715e-03,-3.351562e+00
5.237875e-03,-3.265625e+00
5.238035e-03,-3.015625e+00
5.238195e-03,-9.687500e-01
5.238355e-03,-2.460938e+00
5.238515e-03,-2.585938e+00
5.238675e-03,-2.156250e+00
5.238835e-03,-1.773438e+00
5.238995e-03,-3.171875e+00
5.239155e-03,-4.601562e+00
5.239315e-03,-2.789062e+00
5.239475e-03,-2.421875e+00
5.239635e-03,-1.875000e+00
5.239795e-03,-2.890625e+00
5.239955e-03,-3.585938e+00
5.240115e-03,-5.125000e+00
5.240275e-03,-3.820312e+00
5.240435e-03,-1.515625e+00
5.240595e-03,-3.640625e+00
5.240755e-03,-3.148438e+00
5.240915e-03,-2.812500e+00
5.241075e-03,-4.648438e+00
5.241235e-03,-3.609375e+00
5.241395e-03,-2.882812e+00
5.241555e-03,-2.601562e+00
5.241715e-03,-3.984375e+00
5.241875e-03,-3.898438e+00
5.242035e-03,-1.601562e+00
5.242195e-03,-4.429688e+00
5.242355e-03,-2.320312e+00
5.242515e-03,-2.125000e+00
5.242675e-03,-2.929688e+00
5.242835e-03,-2.945312e+00
5.242995e-03,-3.320312e+00
5.243155e-03,-2.968750e+00
5.243315e-03,-1.304688e+00
5.243475e-03,-3.156250e+00
5.243635e-03,-3.437500e+00
5.243795e-03,-2.359375e+00
5.243955e-03,-2.234375e+00
5.244115e-03,-2.539062e+00
5.244275e-03,-4.843750e+00
5.244435e-03,-3.304688e+00
5.244595e-03,-2.734375e+00
5.244755e-03,-2.523438e+00
5.244915e-03,-4.664062e+00
5.245075e-03,-2.898438e+00
5.245235e-03,-2.515625e+00
5.245395e-03,-1.976562e+00
5.245555e-03,-2.843750e+00
5.245715e-03,-2.500000e+00
5.245875e-03,-3.125000e+00
5.246035e-03,-5.078125e+00
5.246195e-03,-4.335938e+00
5.246355e-03,-2.375000e+00
5.246515e-03,-2.265625e+00
5.246675e-03,-3.335938e+00
5.246835e-03,-3.515625e+00
5.246995e-03,-2.195312e+00
5.247155e-03,-2.679688e+00
5.247315e-03,-3.718750e+00
5.247475e-03,-3.765625e+00
5.247635e-03,-2.421875e+00
5.247795e-03,-2.117188e+00
5.247955e-03,-2.187500e+00
5.248115e-03,-2.234375e+00
5.248275e-03,-4.328125e+00
5.248435e-03,-2.609375e+00
5.248595e-03,-1.101562e+00
5.248755e-03,-2.140625e+00
5.248915e-03,-3.140625e+00
5.249075e-03,-2.484375e+00
5.249235e-03,-2.195312e+00
5.249395e-03,-3.757812e+00
5.249555e-03,-3.148438e+00
5.249715e-03,-2.664062e+00
5.249875e-03,-2.015625e+00
5.250035e-03,-3.500000e+00
5.250195e-03,-1.835938e+00
5.250355e-03,-2.554688e+00
5.250515e-03,-3.421875e+00
5.250675e-03,-3.109375e+00
5.250835e-03,-2.812500e+00
5.250995e-03,-2.835938e+00
5.251155e-03,-2.648438e+00
5.251315e-03,-1.515625e+00
5.251475e-03,-2.421875e+00
5.251635e-03,-1.562500e+00
5.251795e-03,-2.414062e+00
5.251955e-03,-2.718750e+00
5.252115e-03,-3.062500e+00
5.252275e-03,-8.671875e-01
5.252435e-03,-2.250000e+00
5.252595e-03,-1.335938e+00
5.252755e-03,-2.882812e+00
5.252915e-03,-1.945312e+00
5.253075e-03,-2.304688e+00
5.253235e-03,-2.734375e+00
5.253395e-03,-2.710938e+00
5.253555e-03,-1.500000e+00
5.253715e-03,-3.437500e+00
5.253875e-03,-4.843750e-01
5.254035e-03,-2.546875e+00
5.254195e-03,-2.468750e+00
5.254355e-03,-2.796875e+00
5.254515e-03,-2.515625e+00
5.254675e-03,-3.453125e+00
5.254835e-03,-3.320312e+00
5.254995e-03,-2.031250e+00
5.255155e-03,-4.726562e+00
5.255315e-03,-3.093750e+00
5.255475e-03,-2.835938e+00
5.255635e-03,-1.507812e+00
5.255795e-03,-2.632812e+00
5.255955e-03,-2.132812e+00
5.256115e-03,-3.406250e+00
5.256275e-03,-3.531250e+00
5.256435e-03,-1.906250e+00
5.256595e-03,-3.804688e+00
5.256755e-03,-2.476562e+00
5.256915e-03,-4.453125e-01
5.257075e-03,-1.789062e+00
5.257235e-03,-2.882812e+00
5.257395e-03,-4.226562e+00
5.257555e-03,-1.546875e+00
5.257715e-03,-3.460938e+00
5.257875e-03,-3.632812e+00
5.258035e-03,-2.976562e+00
5.258195e-03,-2.164062e+00
5.258355e-03,-3.093750e+00
5.258515e-03,-3.218750e+00
5.258675e-03,-3.359375e+00
5.258835e-03,-3.945312e+00
5.258995e-03,-2.781250e+00
5.259155e-03,-2.539062e+00
5.259315e-03,-2.703125e+00
5.259475e-03,-3.710938e+00
5.259635e-03,-4.273438e+00
5.259795e-03,-2.328125e+00
5.259955e-03,-5.703125e-01
5.260115e-03,-2.421875e+00
5.260275e-03,-2.343750e+00
5.260435e-03,-3.070312e+00
5.260595e-03,-3.609375e+00
5.260755e-03,-2.867188e+00
5.260915e-03,-3.054688e+00
5.261075e-03,-3.171875e+00
5.261235e-03,-3.859375e+00
5.261395e-03,-3.773438e+00
5.261555e-03,-2.515625e+00
5.261715e-03,-6.265625e+00
5.261875e-03,-1.929688e+00
5.262035e-03,-3.960938e+00
5.262195e-03,-2.437500e+00
5.262355e-03,-4.062500e+00
5.262515e-03,-1.640625e+00
5.262675e-03,-1.054688e+00
5.262835e-03,-2.179688e+00
5.262995e-03,-4.609375e+00
5.263155e-03,-3.281250e+00
5.263315e-03,-1.843750e+00
5.263475e-03,-2.421875e+00
5.263635e-03,-2.062500e+00
5.263795e-03,-1.125000e+00
5.263955e-03,-3.156250e+00
5.264115e-03,-2.445312e+00
5.264275e-03,-4.882812e+00
5.264435e-03,-2.046875e+00
5.264595e-03,-2.187500e+00
5.264755e-03,-2.335938e+00
5.264915e-03,-2.992188e+00
5.265075e-03,-3.226562e+00
5.265235e-03,-2.703125e+00
5.265395e-03,-2.101562e+00
5.265555e-03,-7.734375e-01
5.265715e-03,-9.843750e-01
5.265875e-03,-3.835938e+00
5.266035e-03,-4.062500e+00
5.266195e-03,-2.492188e+00
5.266355e-03,-3.281250e+00
5.266515e-03,-2.867188e+00
5.266675e-03,-3.453125e+00
5.266835e-03,-3.296875e+00
5.266995e-03,-4.968750e+00
5.267155e-03,-3.625000e+00
5.267315e-03,-4.476562e+00
5.267475e-03,-1.710938e+00
5.267635e-03,-2.468750e+00
5.267795e-03,-2.609375e+00
5.267955e-03,-3.984375e+00
5.268115e-03,-4.484375e+00
5.268275e-03,-3.171875e+00
5.268435e-03,-2.343750e+00
5.268595e-03,-2.609375e+00
5.268755e-03,-3.335938e+00
5.268915e-03,-3.007812e+00
5.269075e-03,-2.492188e+00
5.269235e-03,-2.789062e+00
5.269395e-03,-3.820312e+00
5.269555e-03,-1.687500e+00
5.269715e-03,-3.187500e+00
5.269875e-03,-2.679688e+00
5.270035e-03,-1.210938e+00
5.270195e-03,-2.250000e+00
5.270355e-03,-1.945312e+00
5.270515e-03,-1.968750e+00
5.270675e-03,-2.617188e+00
5.270835e-03,-2.359375e+00
5.270995e-03,-3.671875e+00
5.271155e-03,-2.406250e+00
5.271315e-03,-2.617188e+00
5.271475e-03,-3.460938e+00
5.271635e-03,-2.062500e+00
5.271795e-03,-3.390625e+00
5.271955e-03,-3.328125e+00
5.272115e-03,-1.710938e+00
5.272275e-03,-3.515625e+00
5.272435e-03,-1.171875e+00
5.272595e-03,-2.609375e+00
5.272755e-03,-3.851562e+00
5.272915e-03,-2.875000e+00
5.273075e-03,-2.289062e+00
5.273235e-03,-2.906250e+00
5.273395e-03,-2.828125e+00
5.273555e-03,-2.507812e+00
5.273715e-03,-3.210938e+00
5.273875e-03,-2.031250e+00
5.274035e-03,-2.796875e+00
5.274195e-03,-3.414062e+00
5.274355e-03,-4.273438e+00
5.274515e-03,-3.546875e+00
5.274675e-03,-3.625000e+00
5.274835e-03,-2.664062e+00
5.274995e-03,-4.445312e+00
5.275155e-03,-2.375000e+00
5.275315e-03,-3.687500e+00
5.275475e-03,-3.289062e+00
5.275635e-03,-3.023438e+00
5.275795e-03,-2.210938e+00
5.275955e-03,-2.398438e+00
5.276115e-03,-3.335938e+00
5.276275e-03,-5.187500e+00
5.276435e-03,-1.812500e+00
5.276595e-03,-1.125000e+00
5.276755e-03,-3.210938e+00
5.276915e-03,-2.992188e+00
5.277075e-03,-3.109375e+00
5.277235e-03,-2.578125e+00
5.277395e-03,-2.656250e+00
5.277555e-03,-4.203125e+00
5.277715e-03,-2.812500e+00
5.277875e-03,-2.242188e+00
5.278035e-03,-1.015625e+00
5.278195e-03,-1.937500e+00
5.278355e-03,-4.046875e+00
5.278515e-03,-3.484375e+00
5.278675e-03,-2.781250e+00
5.278835e-03,-2.609375e+00
5.278995e-03,-3.460938e+00
5.279155e-03,-4.906250e+00
5.279315e-03,-3.617188e+00
5.279475e-03,-2.671875e+00
5.279635e-03,-3.960938e+00
5.279795e-03,-3.406250e+00
5.279955e-03,-3.890625e+00
5.280115e-03,-4.164062e+00
5.280275e-03,-2.328125e+00
5.280435e-03,-3.046875e+00
5.280595e-03,-3.312500e+00
5.280755e-03,-4.742188e+00
5.280915e-03,-3.203125e+00
5.281075e-03,-1.382812e+00
5.281235e-03,-3.382812e+00
5.281395e-03,-3.546875e+00
5.281555e-03,-3.140625e+00
5.281715e-03,-3.382812e+00
5.281875e-03,-3.078125e+00
5.282035e-03,-2.093750e+00
5.282195e-03,-4.171875e+00
5.282355e-03,-3.187500e+00
5.282515e-03,-4.203125e+00
5.282675e-03,-2.843750e+00
5.282835e-03,-2.976562e+00
5.282995e-03,-3.398438e+00
5.283155e-03,-2.992188e+00
5.283315e-03,-3.429688e+00
5.283475e-03,-2.671875e+00
5.283635e-03,-2.210938e+00
5.283795e-03,-2.382812e+00
5.283955e-03,-2.375000e+00
5.284115e-03,-2.507812e+00
5.284275e-03,-3.117188e+00
5.284435e-03,-3.515625e+00
5.284595e-03,-3.859375e+00
5.284755e-03,-4.226562e+00
5.284915e-03,-2.828125e+00
5.285075e-03,-3.671875e+00
5.285235e-03,-4.375000e+00
5.285395e-03,-2.914062e+00
5.285555e-03,-1.796875e+00
5.285715e-03,-1.882812e+00
5.285875e-03,-1.382812e+00
5.286035e-03,-2.289062e+00
5.286195e-03,-2.546875e+00
5.286355e-03,-3.515625e+00
5.286515e-03,-3.187500e+00
5.286675e-03,-3.265625e+00
5.286835e-03,-3.937500e+00
5.286995e-03,-3.710938e+00
5.287155e-03,-3.843750e+00
5.287315e-03,-2.031250e+00
5.287475e-03,-4.000000e+00
5.287635e-03,-1.312500e+00
5.287795e-03,-1.781250e+00
5.287955e-03,-2.570312e+00
5.288115e-03,-3.656250e+00
5.288275e-03,-2.335938e+00
5.288435e-03,-2.203125e+00
5.288595e-03,-1.523438e+00
5.288755e-03,-2.632812e+00
5.288915e-03,-3.093750e+00
5.289075e-03,-3.656250e+00
5.289235e-03,-3.000000e+00
5.289395e-03,-4.257812e+00
5.289555e-03,-2.164062e+00
5.289715e-03,-4.921875e+00
5.289875e-03,-6.718750e-01
5.290035e-03,-3.039062e+00
5.290195e-03,-3.843750e+00
5.290355e-03,-3.914062e+00
5.290515e-03,-4.070312e+00
5.290675e-03,-3.320312e+00
5.290835e-03,-2.531250e+00
5.290995e-03,-3.632812e+00
5.291155e-03,-4.617188e+00
5.291315e-03,-2.273438e+00
5.291475e-03,-4.359375e+00
5.291635e-03,-2.429688e+00
5.291795e-03,-4.125000e+00
5.291955e-03,-8.281250e-01
5.292115e-03,-2.406250e+00
5.292275e-03,-3.273438e+00
5.292435e-03,-3.617188e+00
5.292595e-03,-2.671875e+00
5.292755e-03,-5.539062e+00
5.292915e-03,-1.351562e+00
5.293075e-03,-3.718750e+00
5.293235e-03,-2.031250e+00
5.293395e-03,-2.734375e+00
5.293555e-03,-3.609375e+00
5.293715e-03,-4.445312e+00
5.293875e-03,-1.875000e+00
5.294035e-03,-4.750000e+00
5.294195e-03,-1.757812e+00
5.294355e-03,-4.679688e+00
5.294515e-03,-3.312500e+00
5.294675e-03,-2.617188e+00
5.294835e-03,-3.828125e+00
5.294995e-03,-2.781250e+00
5.295155e-03,-3.187500e+00
5.295315e-03,-2.664062e+00
5.295475e-03,-2.843750e+00
5.295635e-03,-3.890625e+00
5.295795e-03,-3.960938e+00
5.295955e-03,-2.835938e+00
5.296115e-03,-2.945312e+00
5.296275e-03,-4.820312e+00
5.296435e-03,-3.312500e+00
5.296595e-03,-1.695312e+00
5.296755e-03,-3.476562e+00
5.296915e-03,-2.992188e+00
5.297075e-03,-2.421875e+00
5.297235e-03,-3.023438e+00
5.297395e-03,-2.875000e+00
5.297555e-03,-3.007812e+00
5.297715e-03,-2.773438e+00
5.297875e-03,-3.585938e+00
5.298035e-03,-3.320312e+00
5.298195e-03,-3.445312e+00
5.298355e-03,-2.257812e+00
5.298515e-03,-1.945312e+00
5.298675e-03,-2.109375e+00
5.298835e-03,-2.851562e+00
5.298995e-03,-4.015625e+00
5.299155e-03,-4.515625e+00
5.299315e-03,-3.109375e+00
5.299475e-03,-2.578125e+00
5.299635e-03,-4.093750e+00
5.299795e-03,-2.609375e+00
5.299955e-03,-3.734375e+00
5.300115e-03,-2.976562e+00
5.300275e-03,-2.992188e+00
5.300435e-03,-1.093750e+00
5.300595e-03,-3.585938e+00
5.300755e-03,-3.164062e+00
5.300915e-03,-2.679688e+00
5.301075e-03,-3.867188e+00
5.301235e-03,-2.601562e+00
5.301395e-03,-2.335938e+00
5.301555e-03,-2.289062e+00
5.301715e-03,-4.820312e+00
5.301875e-03,-3.617188e+00
5.302035e-03,-3.976562e+00
5.302195e-03,-1.085938e+00
5.302355e-03,-2.960938e+00
5.302515e-03,-4.679688e+00
5.302675e-03,-3.375000e+00
5.302835e-03,-3.437500e+00
5.302995e-03,-1.648438e+00
5.303155e-03,-3.687500e+00
5.303315e-03,-3.054688e+00
5.303475e-03,-3.132812e+00
5.303635e-03,-3.406250e+00
5.303795e-03,-3.117188e+00
5.303955e-03,-3.906250e+00
5.304115e-03,-4.664062e+00
5.304275e-03,-3.070312e+00
5.304435e-03,-3.382812e+00
5.304595e-03,-3.781250e+00
5.304755e-03,-3.375000e+00
5.304915e-03,-2.867188e+00
5.305075e-03,-3.046875e+00
5.305235e-03,-2.726562e+00
5.305395e-03,-2.789062e+00
5.305555e-03,-4.078125e+00
5.305715e-03,-3.914062e+00
5.305875e-03,-2.703125e+00
5.306035e-03,-1.945312e+00
5.306195e-03,-2.570312e+00
5.306355e-03,-2.390625e+00
5.306515e-03,-4.265625e+00
5.306675e-03,-4.156250e+00
5.306835e-03,-3.710938e+00
5.306995e-03,-3.812500e+00
5.307155e-03,-2.695312e+00
5.307315e-03,-1.226562e+00
5.307475e-03,-4.468750e+00
5.307635e-03,-5.664062e+00
5.307795e-03,-3.531250e+00
5.307955e-03,-4.609375e+00
5.308115e-03,-4.398438e+00
5.308275e-03,-3.195312e+00
5.308435e-03,-3.062500e+00
5.308595e-03,-3.164062e+00
5.308755e-03,-3.609375e+00
5.308915e-03,-3.617188e+00
5.309075e-03,-2.890625e+00
5.309235e-03,-3.843750e+00
5.309395e-03,-3.695312e+00
5.309555e-03,-4.281250e+00
5.309715e-03,-3.359375e+00
5.309875e-03,-3.437500e+00
5.310035e-03,-3.687500e+00
5.310195e-03,-4.304688e+00
5.310355e-03,-4.265625e+00
5.310515e-03,-3.781250e+00
5.310675e-03,-5.414062e+00
5.310835e-03,-4.234375e+00
5.310995e-03,-2.562500e+00
5.311155e-03,-5.054688e+00
5.311315e-03,-2.226562e+00
5.311475e-03,-2.437500e+00
5.311635e-03,-3.726562e+00
5.311795e-03,-3.203125e+00
5.311955e-03,-3.820312e+00
5.312115e-03,-1.914062e+00
5.312275e-03,-4.171875e+00
5.312435e-03,-3.312500e+00
5.312595e-03,-4.554688e+00
5.312755e-03,-2.453125e+00
5.312915e-03,-3.125000e+00
5.313075e-03,-2.140625e+00
5.313235e-03,-3.914062e+00
5.313395e-03,-3.812500e+00
5.313555e-03,-3.640625e+00
5.313715e-03,-2.945312e+00
5.313875e-03,-2.828125e+00
5.314035e-03,-4.117188e+00
5.314195e-03,-3.484375e+00
5.314355e-03,-4.515625e+00
5.314515e-03,-3.578125e+00
5.314675e-03,-2.695312e+00
5.314835e-03,-2.953125e+00
5.314995e-03,-3.992188e+00
5.315155e-03,-3.812500e+00
5.315315e-03,-2.968750e+00
5.315475e-03,-2.554688e+00
5.315635e-03,-3.507812e+00
5.315795e-03,-2.570312e+00
5.315955e-03,-3.460938e+00
5.316115e-03,-3.164062e+00
5.316275e-03,-3.492188e+00
5.316435e-03,-4.523438e+00
5.316595e-03,-3.929688e+00
5.316755e-03,-3.859375e+00
5.316915e-03,-2.359375e+00
5.317075e-03,-3.109375e+00
5.317235e-03,-2.968750e+00
5.317395e-03,-3.140625e+00
5.317555e-03,-2.085938e+00
5.317715e-03,-3.523438e+00
5.317875e-03,-5.156250e+00
5.318035e-03,-3.765625e+00
5.318195e-03,-2.500000e+00
5.318355e-03,-3.351562e+00
5.318515e-03,-3.421875e+00
5.318675e-03,-3.132812e+00
5.318835e-03,-3.000000e+00
5.318995e-03,-4.250000e+00
5.319155e-03,-3.796875e+00
5.319315e-03,-2.921875e+00
5.319475e-03,-2.312500e+00
5.319635e-03,-3.343750e+00
5.319795e-03,-2.421875e+00
5.319955e-03,-2.570312e+00
5.320115e-03,-3.171875e+00
5.320275e-03,-2.703125e+00
5.320435e-03,-3.187500e+00
5.320595e-03,-3.710938e+00
5.320755e-03,-3.578125e+00
5.320915e-03,-4.398438e+00
5.321075e-03,-3.289062e+00
5.321235e-03,-3.718750e+00
5.321395e-03,-4.304688e+00
5.321555e-03,-3.882812e+00
5.321715e-03,-3.195312e+00
5.321875e-03,-4.726562e+00
5.322035e-03,-4.242188e+00
5.322195e-03,-2.921875e+00
5.322355e-03,-3.250000e+00
5.322515e-03,-2.468750e+00
5.322675e-03,-3.304688e+00
5.322835e-03,-3.070312e+00
5.322995e-03,-2.046875e+00
5.323155e-03,-2.125000e+00
5.323315e-03,-3.914062e+00
5.323475e-03,-1.453125e+00
5.323635e-03,-3.843750e+00
5.323795e-03,-2.585938e+00
5.323955e-03,-2.554688e+00
5.324115e-03,-3.890625e+00
5.324275e-03,-2.421875e+00
5.324435e-03,-3.226562e+00
5.324595e-03,-1.343750e+00
5.324755e-03,-3.664062e+00
5.324915e-03,-3.835938e+00
5.325075e-03,-3.820312e+00
5.325235e-03,-1.578125e+00
5.325395e-03,-3.031250e+00
5.325555e-03,-3.695312e+00
5.325715e-03,-1.851562e+00
5.325875e-03,-3.031250e+00
5.326035e-03,-4.476562e+00
5.326195e-03,-2.984375e+00
5.326355e-03,-3.539062e+00
5.326515e-03,-1.867188e+00
5.326675e-03,-1.976562e+00
5.326835e-03,-3.007812e+00
5.326995e-03,-3.007812e+00
5.327155e-03,-1.601562e+00
5.327315e-03,-4.390625e+00
5.327475e-03,-3.867188e+00
5.327635e-03,-4.148438e+00
5.327795e-03,-2.312500e+00
5.327955e-03,-3.070312e+00
5.328115e-03,-4.078125e+00
5.328275e-03,-3.406250e+00
5.328435e-03,-3.117188e+00
5.328595e-03,-5.289062e+00
5.328755e-03,-4.031250e+00
5.328915e-03,-4.710938e+00
5.329075e-03,-3.070312e+00
5.329235e-03,-4.242188e+00
5.329395e-03,-3.335938e+00
5.329555e-03,-2.695312e+00
5.329715e-03,-2.875000e+00
5.329875e-03,-4.281250e+00
5.330035e-03,-2.765625e+00
5.330195e-03,-3.148438e+00
5.330355e-03,-3.656250e+00
5.330515e-03,-2.679688e+00
5.330675e-03,-4.289062e+00
5.330835e-03,-4.500000e+00
5.330995e-03,-4.492188e+00
5.331155e-03,-2.843750e+00
5.331315e-03,-3.281250e+00
5.331475e-03,-4.367188e+00
5.331635e-03,-2.500000e+00
5.331795e-03,-5.265625e+00
5.331955e-03,-3.273438e+00
5.332115e-03,-3.578125e+00
5.332275e-03,-3.140625e+00
5.332435e-03,-3.242188e+00
5.332595e-03,-3.515625e+00
5.332755e-03,-2.328125e+00
5.332915e-03,-2.742188e+00
5.333075e-03,-3.085938e+00
5.333235e-03,-3.562500e+00
5.333395e-03,-3.265625e+00
5.333555e-03,-4.601562e+00
5.333715e-03,-3.046875e+00
5.333875e-03,-1.593750e+00
5.334035e-03,-2.726562e+00
5.334195e-03,-2.843750e+00
5.334355e-03,-3.023438e+00
5.334515e-03,-3.476562e+00
5.334675e-03,-2.812500e+00
5.334835e-03,-2.765625e+00
5.334995e-03,-4.898438e+00
5.335155e-03,-3.257812e+00
5.335315e-03,-3.937500e+00
5.335475e-03,-3.070312e+00
5.335635e-03,-4.140625e+00
5.335795e-03,-3.679688e+00
5.335955e-03,-1.757812e+00
5.336115e-03,-2.625000e+00
5.336275e-03,-3.703125e+00
5.336435e-03,-3.250000e+00
5.336595e-03,-1.218750e+00
5.336755e-03,-1.937500e+00
5.336915e-03,-3.367188e+00
5.337075e-03,-5.703125e+00
5.337235e-03,-3.585938e+00
5.337395e-03,-3.304688e+00
5.337555e-03,-4.101562e+00
5.337715e-03,-2.492188e+00
5.337875e-03,-3.210938e+00
5.338035e-03,-3.195312e+00
5.338195e-03,-5.304688e+00
5.338355e-03,-3.023438e+00
5.338515e-03,-4.867188e+00
5.338675e-03,-2.992188e+00
5.338835e-03,-3.492188e+00
5.338995e-03,-3.085938e+00
5.339155e-03,-3.585938e+00
5.339315e-03,-2.429688e+00
5.339475e-03,-2.890625e+00
5.339635e-03,-3.523438e+00
5.339795e-03,-3.656250e+00
5.339955e-03,-3.656250e+00
5.340115e-03,-3.140625e+00
5.340275e-03,-2.281250e+00
5.340435e-03,-7.031250e-01
5.340595e-03,-3.031250e+00
5.340755e-03,-4.203125e+00
5.340915e-03,-3.046875e+00
5.341075e-03,-2.968750e+00
5.341235e-03,-7.109375e-01
5.341395e-03,-4.781250e+00
5.341555e-03,-3.718750e+00
5.341715e-03,-2.945312e+00
5.341875e-03,-5.273438e+00
5.342035e-03,-4.882812e+00
5.342195e-03,-2.960938e+00
5.342355e-03,-2.015625e+00
5.342515e-03,-2.351562e+00
5.342675e-03,-5.515625e+00
5.342835e-03,-2.445312e+00
5.342995e-03,-3.734375e+00
5.343155e-03,-2.929688e+00
5.343315e-03,-5.578125e+00
5.343475e-03,-3.187500e+00
5.343635e-03,-1.906250e+00
5.343795e-03,-3.570312e+00
5.343955e-03,-3.968750e+00
5.344115e-03,-3.656250e+00
5.344275e-03,-4.375000e+00
5.344435e-03,-4.070312e+00
5.344595e-03,-2.671875e+00
5.344755e-03,-3.023438e+00
5.344915e-03,-4.171875e+00
5.345075e-03,-2.242188e+00
5.345235e-03,-3.992188e+00
5.345395e-03,-2.984375e+00
5.345555e-03,-2.687500e+00
5.345715e-03,-4.179688e+00
5.345875e-03,-3.523438e+00
5.346035e-03,-2.367188e+00
5.346195e-03,-3.359375e+00
5.346355e-03,-2.546875e+00
5.346515e-03,-3.742188e+00
5.346675e-03,-4.812500e+00
5.346835e-03,-2.625000e+00
5.346995e-03,-3.273438e+00
5.347155e-03,-2.695312e+00
5.347315e-03,-4.359375e+00
5.347475e-03,-3.890625e+00
5.347635e-03,-3.195312e+00
5.347795e-03,-4.953125e+00
5.347955e-03,-3.289062e+00
5.348115e-03,-4.234375e+00
5.348275e-03,-3.398438e+00
5.348435e-03,-2.281250e+00
5.348595e-03,-3.460938e+00
5.348755e-03,-3.687500e+00
5.348915e-03,-2.007812e+00
5.349075e-03,-2.960938e+00
5.349235e-03,-4.117188e+00
5.349395e-03,-3.601562e+00
5.349555e-03,-1.156250e+00
5.349715e-03,-4.195312e+00
5.349875e-03,-6.023438e+00
5.350035e-03,-4.367188e+00
5.350195e-03,-3.039062e+00
5.350355e-03,-2.132812e+00
5.350515e-03,-3.585938e+00
5.350675e-03,-2.945312e+00
5.350835e-03,-4.171875e+00
5.350995e-03,-3.734375e+00
5.351155e-03,-1.898438e+00
5.351315e-03,-4.960938e+00
5.351475e-03,-3.007812e+00
5.351635e-03,-3.664062e+00
5.351795e-03,-4.375000e+00
5.351955e-03,-3.320312e+00
5.352115e-03,-2.968750e+00
5.352275e-03,-2.859375e+00
5.352435e-03,-3.437500e+00
5.352595e-03,-4.234375e+00
5.352755e-03,-3.273438e+00
5.352915e-03,-2.890625e+00
5.353075e-03,-4.132812e+00
5.353235e-03,-1.210938e+00
5.353395e-03,-3.046875e+00
5.353555e-03,-4.593750e+00
5.353715e-03,-4.320312e+00
5.353875e-03,-4.476562e+00
5.354035e-03,-2.742188e+00
5.354195e-03,-4.710938e+00
5.354355e-03,-4.421875e+00
5.354515e-03,-3.640625e+00
5.354675e-03,-4.445312e+00
5.354835e-03,-1.828125e+00
5.354995e-03,-2.835938e+00
5.355155e-03,-3.882812e+00
5.355315e-03,-2.539062e+00
5.355475e-03,-6.187500e+00
5.355635e-03,-2.992188e+00
5.355795e-03,-1.304688e+00
5.355955e-03,-3.960938e+00
5.356115e-03,-3.773438e+00
5.356275e-03,-3.460938e+00
5.356435e-03,-2.484375e+00
5.356595e-03,-3.132812e+00
5.356755e-03,-4.312500e+00
5.356915e-03,-4.429688e+00
5.357075e-03,-2.757812e+00
5.357235e-03,-4.632812e+00
5.357395e-03,-2.570312e+00
5.357555e-03,-4.007812e+00
5.357715e-03,-3.609375e+00
5.357875e-03,-2.125000e+00
5.358035e-03,-3.664062e+00
5.358195e-03,-3.867188e+00
5.358355e-03,-2.484375e+00
5.358515e-03,-3.375000e+00
5.358675e-03,-3.367188e+00
5.358835e-03,-3.937500e+00
5.358995e-03,-2.890625e+00
5.359155e-03,-3.000000e+00
5.359315e-03,-3.359375e+00
5.359475e-03,-1.765625e+00
5.359635e-03,-3.695312e+00
5.359795e-03,-4.367188e+00
5.359955e-03,-3.445312e+00
5.360115e-03,-4.695312e+00
5.360275e-03,-2.992188e+00
5.360435e-03,-2.796875e+00
5.360595e-03,-3.179688e+00
5.360755e-03,-3.695312e+00
5.360915e-03,-4.031250e+00
5.361075e-03,-2.718750e+00
5.361235e-03,-3.695312e+00
5.361395e-03,-3.703125e+00
